target,bin_label,omni_var,mean_rho,median_rho,n_scenarios,perc_sig
sif_740nm,Cold,sii_max_lag78,0.07745239386955896,0.1346671730279922,3,66.66666666666666
sif_740nm,Cold,sii_max_lag81,0.09019784070551391,0.1417811661958694,3,66.66666666666666
sif_740nm,Cold,sii_max_lag84,0.0864430945366621,0.1401799619197845,3,66.66666666666666
sif_740nm,Cold,sii_max_lag87,0.08319182073076567,0.1328446865081787,3,66.66666666666666
sif_740nm,Cold,sii_max_lag9,-0.039007612193624204,-0.0628819093108177,3,66.66666666666666
sif_740nm,Cold,sii_max_lag90,0.0970684563120206,0.1486271619796753,3,66.66666666666666
sif_740nm,Cold,sii_max_ma1,-0.043785934258873234,-0.0655082315206527,3,66.66666666666666
sif_740nm,Cold,sii_max_ma10,-0.05050016318758326,-0.0846858173608779,3,66.66666666666666
sif_740nm,Cold,sii_max_ma11,-0.05003507559498149,-0.0864163041114807,3,66.66666666666666
sif_740nm,Cold,sii_max_ma12,-0.051213581115007366,-0.0880898013710975,3,66.66666666666666
sif_740nm,Cold,sii_max_ma13,-0.05360759856800237,-0.0904110893607139,3,66.66666666666666
sif_740nm,Cold,sii_max_ma14,-0.05500359833240506,-0.0926783978939056,3,66.66666666666666
sif_740nm,Cold,sii_max_ma15,-0.056592987229426704,-0.0935135409235954,3,66.66666666666666
sif_740nm,Cold,sii_max_ma16,-0.0575367286801338,-0.0934889763593673,3,66.66666666666666
sif_740nm,Cold,sii_max_ma17,-0.058785568301876395,-0.0945907980203628,3,66.66666666666666
sif_740nm,Cold,sii_max_ma18,-0.06131149704257646,-0.0965093895792961,3,66.66666666666666
sif_740nm,Cold,sii_max_ma19,-0.06135472965737183,-0.0975576937198638,3,66.66666666666666
sif_740nm,Cold,sii_max_ma2,-0.03810607207318143,-0.0675279349088668,3,66.66666666666666
sif_740nm,Cold,sii_max_ma20,-0.06322781679530937,-0.1000614091753959,3,66.66666666666666
